fighter_name,ko/tko_wins,submission_wins,decision_wins,win_streak,lose_streak,longest_win_streak,longest_lose_streak,title_fight_wins,reach_in,height_in,weight_in,dob_in,stance_Open,stance_Orthodox,stance_Sideways,stance_Southpaw,stance_Switch,fighter_name_norm,name,url,total_fights,wins,losses,draw,sig_strikes_landed,sig_strikes_attempted,takedowns_landed,takedown_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_def,takedown_def,knockdown_avg,avg_fight_time_seconds,str_standing,str_clinch,str_ground,str_head,str_body,str_leg,img,name_norm
Shanelle Dyer,0,0,1,0,1,0,1,0,65.0,66.0,115.0,2001.0,False,True,False,False,False,shanelle dyer,Shanelle Dyer,https://www.ufc.com/athlete/shanelle-dyer,1,0,1,0,115.0,274.0,0.0,11.0,7.67,7.8,0.0,0.0,45.0,0.0,15.0,0.0,108.0,7.0,0.0,62.0,36.0,17.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-09/DYER_SHANELLE_L_09-09.png?itok=dKsAbPP5,shanelle dyer
Ben Earwood,0,0,1,1,0,1,0,0,72.0,68.0,170.0,1986.0,False,True,False,False,False,ben earwood,Ben Earwood,https://www.ufc.com/athlete/ben-earwood,0,0,0,0,5.0,9.0,0.0,2.0,0.5,0.2,3.0,0.0,33.0,0.0,10.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,,ben earwood
Cody East,2,0,0,0,2,0,2,0,72.0,75.0,245.0,1988.0,False,True,False,False,False,cody east,Cody East,https://www.ufc.com/athlete/cody-east,15,12,3,0,47.0,109.0,0.0,3.0,4.15,7.32,3.97,0.0,40.0,17.0,0.0,340.0,37.0,8.0,2.0,33.0,3.0,11.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/89f1416a-88f5-4825-b556-80a869408e91%252FCody-East_586491_LeftFullBodyImage.png?itok=GJhKX6X8,cody east
Marvin Eastman,6,1,2,0,1,2,2,0,73.0,69.0,185.0,1971.0,False,True,False,False,False,marvin eastman,Marvin Eastman,https://www.ufc.com/athlete/marvin-eastman,24,15,8,1,72.0,204.0,0.0,9.0,2.21,3.92,1.38,0.0,42.0,82.0,0.0,369.0,21.0,50.0,1.0,34.0,20.0,18.0,,marvin eastman
Mike Easton,1,0,5,0,4,3,4,0,70.0,66.0,135.0,1984.0,False,False,False,True,False,mike easton,Mike Easton,https://www.ufc.com/athlete/mike-easton,18,13,5,0,351.0,947.0,0.0,22.0,3.51,4.28,0.75,0.0,62.0,67.0,0.15,856.0,259.0,79.0,13.0,144.0,97.0,110.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/1a9565be-6a64-4457-903b-eba30a619d92%252FMike-Easton_206145_LeftFullBodyImage.png?itok=VonNr3x9,mike easton
Brian Ebersole,2,0,7,0,1,5,2,0,73.0,72.0,170.0,1980.0,False,False,False,True,False,brian ebersole,Brian Ebersole,https://www.ufc.com/athlete/brian-ebersole,69,51,17,1,266.0,533.0,0.0,56.0,2.32,2.14,1.7,0.13,56.0,62.0,0.13,763.0,155.0,43.0,68.0,155.0,48.0,63.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/0d5bc2f0-5742-4ea4-b3a4-91230bd5e32a%252Fbrian-ebersole_118806_LeftFullBodyImage.png?itok=c7xQHcGj,brian ebersole
Roybert Echeverria,1,0,0,0,1,0,1,0,67.0,65.0,125.0,1995.0,False,False,False,False,True,roybert echeverria,Roybert Echeverria,https://www.ufc.com/athlete/roy-echeverria,1,0,1,0,34.0,64.0,0.0,1.0,2.95,2.52,0.0,2.6,57.0,71.0,0.0,691.0,19.0,3.0,12.0,9.0,9.0,16.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-02/ECHEVERRIA_ROY_L.png?itok=4_GLgEJD,roybert echeverria
Mark Eddiva,1,1,2,0,3,1,3,0,68.0,68.0,145.0,1986.0,False,True,False,False,False,mark eddiva,Mark Eddiva,https://www.ufc.com/athlete/mark-eddiva,9,6,3,0,139.0,304.0,0.0,18.0,3.37,2.98,1.45,0.0,54.0,64.0,0.0,619.0,85.0,34.0,20.0,50.0,28.0,61.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/e77f437b-0a1d-4d7a-bfb8-68cadd3293d5%252FMark-Eddiva_471302_LeftFullBodyImage.png?itok=PT2QGaUk,mark eddiva
Frankie Edgar,10,2,18,0,3,5,3,3,68.0,66.0,135.0,1981.0,False,True,False,False,False,frankie edgar,Frankie Edgar,https://www.ufc.com/athlete/frankie-edgar,35,23,11,1,1801.0,4451.0,67.0,232.0,3.77,2.82,2.29,0.31,66.0,66.0,0.09,954.0,1263.0,129.0,409.0,1195.0,344.0,262.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-11/67978%252Fprofile-galery%252Ffullbodyleft-picture%252FEDGAR_FRANKIE_L_11-06.png?itok=RPmTmJmx,frankie edgar
Abdul-Kerim Edilov,1,0,0,1,0,1,0,0,72.0,74.0,205.0,1991.0,False,True,False,False,False,abdul kerim edilov,Abdul-Kerim Edilov,https://www.ufc.com/athlete/abdul-kerim-edilov,20,16,4,0,77.0,125.0,2.0,2.0,10.22,0.13,3.98,1.99,92.0,0.0,7.0,0.0,9.0,6.0,62.0,59.0,16.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67131/profile-galery/fullbodyleft-picture/abdul-kerim-edilov_572276_LeftFullBodyImage.png?VersionId=tu.SDql2VZDWJgzKg.kgkmMtCW2vqtSG&itok=1PsgTIRk,abdul kerim edilov
Johnny Eduardo,3,3,2,0,3,2,3,0,71.0,67.0,135.0,1978.0,False,True,False,False,False,johnny eduardo,Johnny Eduardo,https://www.ufc.com/athlete/johnny-eduardo,41,28,13,0,204.0,514.0,0.0,5.0,2.95,3.22,0.22,0.43,63.0,59.0,0.43,519.0,184.0,9.0,11.0,102.0,23.0,79.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-09/Johnny-Eduardo_205617_LeftFullBodyImage.png?itok=0cAafU51,johnny eduardo
Yves Edwards,9,6,11,0,2,8,2,0,73.0,69.0,155.0,1976.0,False,False,False,True,False,yves edwards,Yves Edwards,https://www.ufc.com/athlete/yves-edwards,65,42,22,1,799.0,1859.0,0.0,26.0,2.91,2.34,0.76,0.66,67.0,69.0,0.49,589.0,511.0,163.0,125.0,428.0,188.0,183.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69552/profile-galery/fullbodyleft-picture/Yves-Edwards_247_LeftFullBodyImage.png?VersionId=Fh7Duzrl041hDNxaXYQ0i9Uxas3i85dK&itok=iTvYPFW7,yves edwards
Justin Edwards,1,2,4,0,3,1,3,0,70.0,70.0,155.0,1983.0,False,True,False,False,False,justin edwards,Justin Edwards,https://www.ufc.com/athlete/justin-edwards,14,9,5,0,207.0,491.0,0.0,41.0,2.68,3.32,2.14,0.97,51.0,27.0,0.19,661.0,113.0,75.0,19.0,131.0,56.0,20.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/3c136bf9-5b11-45a9-bf76-0f0143fdec74%252FJustin-Edwards_144978_LeftFullBodyImage.png?itok=9lqfbi5C,justin edwards
Leon Edwards,3,2,12,0,0,8,2,3,74.0,74.0,170.0,1991.0,False,False,False,True,False,leon edwards,Leon Edwards,https://www.ufc.com/athlete/leon-edwards,27,22,5,0,861.0,1589.0,12.0,72.0,2.62,2.42,1.18,0.36,53.0,64.0,0.23,1039.0,651.0,118.0,92.0,486.0,206.0,169.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-03/EDWARDS_LEON_L_03-22.png?itok=TTT-8BL9,leon edwards
Te Edwards,2,0,1,0,2,1,2,0,72.0,68.0,155.0,1990.0,False,True,False,False,False,te edwards,Te Edwards,https://www.ufc.com/athlete/te-edwards,9,6,3,0,31.0,74.0,0.0,1.0,1.5,4.15,0.72,0.0,45.0,44.0,1.45,414.0,23.0,4.0,4.0,23.0,4.0,4.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2018-11/EDWARDS_TE_L.png?VersionId=bu97ZdO5RMys3xMeepeU3TNJl3T7sZ1D&itok=39KBamyW,te edwards
Joselyne Edwards,2,1,8,3,0,3,2,0,70.0,68.0,135.0,1995.0,False,True,False,False,False,joselyne edwards,Joselyne Edwards,https://www.ufc.com/athlete/joselyne-edwards,22,16,6,0,659.0,1227.0,1.0,31.0,4.73,3.28,1.29,0.54,50.0,61.0,0.11,761.0,565.0,51.0,43.0,250.0,206.0,203.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/EDWARDS_JOSELYNE_L_08-09.png?itok=zFWtg-Da,joselyne edwards
Tom Egan,1,0,0,0,1,0,1,0,72.0,71.0,170.0,1986.0,False,True,False,False,False,tom egan,Tom Egan,https://www.ufc.com/athlete/tom-egan,5,4,1,0,0.0,1.0,0.0,0.0,0.0,3.91,0.0,0.0,50.0,29.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,,tom egan
Stephanie Egger,1,4,2,0,2,2,2,0,68.0,66.0,135.0,1988.0,False,True,False,False,False,stephanie egger,Stephanie Egger,https://www.ufc.com/athlete/stephanie-egger,13,8,5,0,120.0,258.0,5.0,21.0,2.2,2.48,2.48,0.55,52.0,50.0,0.0,467.0,67.0,23.0,30.0,80.0,19.0,21.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-02/EGGER_STEPHANIE_L_12-09.png?itok=Ud-DM3Z5,stephanie egger
Justin Eilers,6,0,0,0,1,1,3,1,72.0,73.0,235.0,1978.0,False,True,False,False,False,justin eilers,Justin Eilers,https://www.ufc.com/athlete/justin-eilers,15,9,5,1,52.0,120.0,0.0,4.0,2.86,5.66,0.82,0.0,49.0,50.0,0.82,182.0,17.0,14.0,21.0,37.0,6.0,9.0,,justin eilers
Per Eklund,1,1,1,0,1,1,1,0,72.0,70.0,155.0,1980.0,False,True,False,False,False,per eklund,Per Eklund,https://www.ufc.com/athlete/per-eklund,20,15,4,1,60.0,98.0,0.0,36.0,2.07,2.38,2.07,3.62,67.0,50.0,0.0,580.0,25.0,25.0,10.0,24.0,28.0,8.0,,per eklund
Evan Elder,1,1,3,3,0,3,2,0,72.0,70.0,155.0,1997.0,False,False,False,False,True,evan elder,Evan Elder,https://www.ufc.com/athlete/evan-elder,12,10,2,0,353.0,693.0,0.0,13.0,5.66,4.94,0.48,0.48,57.0,40.0,0.48,749.0,326.0,14.0,13.0,162.0,134.0,57.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-04/ELDER_EVAN_L_04-26.png?itok=HbeNheyA,evan elder
Billy Elekana,0,1,1,0,0,1,1,0,77.0,75.0,205.0,1995.0,False,False,False,True,False,billy elekana,Billy Elekana,https://www.ufc.com/athlete/billy-elekana,10,8,2,0,55.0,96.0,1.0,4.0,2.34,3.18,0.64,0.0,50.0,0.0,11.0,0.0,48.0,0.0,7.0,36.0,19.0,0.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-01/ELEKANA_BILLY_L_01-18.png?itok=NUHhqEfF,billy elekana
Joao Elias,1,0,0,0,1,0,1,0,64.0,63.0,125.0,1995.0,False,False,False,True,False,joao elias,Joao Elias,https://www.ufc.com/athlete/joao-elias,1,0,1,0,3.0,6.0,0.0,0.0,0.4,6.47,0.0,0.0,20.0,50.0,0.0,445.0,3.0,0.0,0.0,0.0,2.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-02/ELIAS_JOAO_R.png?itok=dGM_ZKpl,joao elias
Darren Elkins,8,4,18,0,1,6,4,0,71.0,70.0,145.0,1984.0,False,True,False,False,False,darren elkins,Darren Elkins,https://www.ufc.com/athlete/darren-elkins,41,29,12,0,1190.0,3096.0,39.0,197.0,3.4,3.34,2.87,1.07,51.0,56.0,0.09,701.0,685.0,242.0,263.0,904.0,235.0,51.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-04/ELKINS_DARREN_L_04-12.png?itok=b1cOY4kn,darren elkins
Jake Ellenberger,13,2,6,0,4,6,4,0,71.0,69.0,170.0,1985.0,False,True,False,False,False,jake ellenberger,Jake Ellenberger,https://www.ufc.com/athlete/jake-ellenberger,46,31,15,0,417.0,1060.0,23.0,48.0,2.47,2.83,2.04,0.36,61.0,86.0,0.98,483.0,259.0,83.0,75.0,307.0,72.0,38.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68154/profile-galery/fullbodyleft-picture/Jake-Ellenberger_1100_LeftFullBodyImage.png?itok=FaWq7Wbc,jake ellenberger
Joe Ellenberger,1,0,1,0,1,1,1,0,72.0,69.0,155.0,1985.0,False,True,False,False,False,joe ellenberger,Joe Ellenberger,https://www.ufc.com/athlete/joe-ellenberger,17,15,2,0,46.0,97.0,6.0,15.0,1.62,3.45,3.17,1.06,48.0,0.0,14.0,0.0,18.0,14.0,14.0,30.0,12.0,4.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68277/profile-galery/fullbodyleft-picture/Joe-Ellenberger_468641_LeftFullBodyImage.png?VersionId=rj7gH_mx1tXYp_Ainy_GQcgO2TqL2Y19&itok=HWby5QZY,joe ellenberger
Tim Elliott,0,8,13,2,0,2,4,0,66.0,67.0,125.0,1986.0,False,False,False,True,False,tim elliott,Tim Elliott,https://www.ufc.com/athlete/tim-elliott,36,22,13,1,858.0,1921.0,36.0,132.0,3.37,2.65,3.71,1.12,58.0,59.0,0.12,728.0,540.0,152.0,166.0,504.0,174.0,180.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/ELLIOTT_TIM_L_08-16.png?itok=_anZr5Tk,tim elliott
Oban Elliott,1,0,3,0,1,4,1,0,72.0,72.0,170.0,1997.0,False,True,False,False,False,oban elliott,Oban Elliott,https://www.ufc.com/athlete/oban-elliott,15,12,3,0,247.0,513.0,3.0,18.0,3.5,2.24,1.7,0.0,60.0,55.0,0.21,848.0,174.0,11.0,62.0,164.0,43.0,40.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-07/ELLIOTT_OBAN_L_07-27.png?itok=ya6gk-H7,oban elliott
Lisa Ellis,1,2,0,0,3,0,3,0,72.0,64.0,115.0,1982.0,False,False,False,False,False,lisa ellis,Lisa Ellis,https://www.ufc.com/athlete/lisa-ellis,24,15,9,0,42.0,86.0,0.0,11.0,1.68,2.32,4.19,0.6,57.0,50.0,0.0,501.0,27.0,7.0,8.0,30.0,8.0,4.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/9b1a6c21-1809-4477-b267-fa6baf644773%252FLisa-Ellis_501700_LeftFullBodyImage.png?itok=6GfjMchC,lisa ellis
Elisha Ellison,1,0,0,0,1,0,1,0,78.0,72.0,238.0,1997.0,False,True,False,False,False,elisha ellison,Elisha Ellison,https://www.ufc.com/athlete/elisha-ellison,7,5,2,0,3.0,9.0,0.0,2.0,1.57,15.13,0.0,0.0,41.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-09/ELLISON_ELISHA_R_09-27.png?itok=RzLpqax8,elisha ellison
Anna Elmose,1,0,1,0,2,0,2,0,72.0,63.0,115.0,1984.0,False,True,False,False,False,anna elmose,Anna Elmose,https://www.ufc.com/athlete/anna-elmose,5,3,2,0,69.0,139.0,0.0,5.0,3.68,4.64,0.0,0.0,57.0,33.0,0.8,563.0,48.0,7.0,14.0,41.0,15.0,13.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67351/profile-galery/fullbodyleft-picture/anna-elmose_585888_LeftFullBodyImage.png?VersionId=3zB7fS7T_eiTBBpPxa2MDrFd2qQLsYlp&itok=l28rNsmv,anna elmose
Cameron Else,2,0,0,0,2,0,2,0,71.0,69.0,135.0,1987.0,False,False,False,False,True,cameron else,Cameron Else,https://www.ufc.com/athlete/cameron-else,16,10,6,0,17.0,42.0,0.0,0.0,1.99,8.09,0.0,0.0,51.0,0.0,4.0,0.0,15.0,0.0,2.0,9.0,6.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-05/77c5eb02-311a-42d9-9f27-094f128ec7ee%252FELSE_CAMERON_L_04-23.png?itok=2aKKrnE-,cameron else
Ramazan Emeev,1,0,7,0,2,3,2,0,76.0,70.0,170.0,1987.0,False,False,False,True,False,ramazan emeev,Ramazan Emeev,https://www.ufc.com/athlete/ramazan-emeev,26,20,6,0,272.0,602.0,4.0,57.0,2.53,2.14,2.37,0.7,65.0,67.0,0.14,807.0,177.0,68.0,27.0,200.0,54.0,18.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-01/EMEEV_RAMAZAN_L_10-16.png?itok=XeNcbtiM,ramazan emeev
Rob Emerson,1,1,4,0,1,2,2,0,70.0,69.0,155.0,1981.0,False,True,False,False,False,rob emerson,Rob Emerson,https://www.ufc.com/athlete/rob-emerson,20,11,9,0,185.0,602.0,0.0,19.0,2.5,2.83,2.02,0.4,65.0,66.0,0.4,635.0,138.0,27.0,20.0,104.0,21.0,60.0,,rob emerson
Jamall Emmers,4,1,4,0,0,1,2,0,74.0,70.0,145.0,1989.0,False,True,False,False,False,jamall emmers,Jamall Emmers,https://www.ufc.com/athlete/jamall-emmers,29,21,8,0,423.0,862.0,7.0,22.0,5.45,4.07,1.74,0.19,57.0,80.0,0.77,518.0,344.0,50.0,29.0,242.0,124.0,57.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-03/EMMERS_JAMALL_L_03-29.png?itok=XXxHXyZK,jamall emmers
Josh Emmett,5,2,9,0,2,5,2,0,70.0,66.0,145.0,1985.0,False,True,False,False,False,josh emmett,Josh Emmett,https://www.ufc.com/athlete/josh-emmett,25,19,6,0,772.0,2155.0,9.0,40.0,3.72,4.43,1.08,0.07,60.0,44.0,0.87,779.0,651.0,43.0,78.0,494.0,163.0,115.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-10/EMMETT_JOSH_L_10-04.png?itok=lJ73CjcD,josh emmett
Kolton Englund,1,0,0,0,1,0,1,0,69.0,70.0,155.0,1993.0,False,True,False,False,False,kolton englund,Kolton Englund,https://www.ufc.com/athlete/trevin-dzhayls-7,1,0,1,0,5.0,20.0,0.0,1.0,2.31,11.54,0.0,0.0,40.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-10/71853%252Fprofile-galery%252Ffullbodyleft-picture%252FENGLUND_KOLTON_L.png?itok=l6SXNjpX,kolton englund
Oliver Enkamp,1,0,1,0,2,0,2,0,77.0,72.0,170.0,1991.0,False,False,False,False,True,oliver enkamp,Oliver Enkamp,https://www.ufc.com/athlete/oliver-enkamp,8,7,1,0,41.0,113.0,1.0,6.0,2.38,3.55,0.87,0.0,38.0,0.0,8.0,0.0,27.0,14.0,0.0,16.0,15.0,10.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/efc93994-c722-4aee-923f-b06615bfd7e1%252FOliver-Enkamp_628793_LeftFullBodyImage.png?itok=Crf_cilJ,oliver enkamp
Ian Entwistle,2,1,0,0,1,1,1,0,72.0,65.0,135.0,1986.0,False,True,False,False,False,ian entwistle,Ian Entwistle,https://www.ufc.com/athlete/ian-entwistle,12,9,3,0,1.0,13.0,0.0,3.0,0.11,7.36,0.0,12.07,32.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/195995a9-aa00-41c9-ba11-cc248280d8d3%252FIan-Entwistle_485168_LeftFullBodyImage.png?itok=KlkGgYti,ian entwistle
Andy Enz,1,0,2,0,3,0,3,0,78.0,75.0,185.0,1991.0,False,True,False,False,False,andy enz,Andy Enz,https://www.ufc.com/athlete/andy-enz,11,8,3,0,112.0,482.0,0.0,1.0,3.51,5.32,0.0,0.0,58.0,58.0,0.0,639.0,110.0,2.0,0.0,74.0,22.0,16.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/Andy-Enz_466151_LeftFullBodyImage.png?itok=88rmLIkx,andy enz
Steve Erceg,2,0,5,1,0,3,3,0,68.0,68.0,125.0,1995.0,False,True,False,False,False,steve erceg,Steve Erceg,https://www.ufc.com/athlete/steve-erceg,17,13,4,0,418.0,910.0,3.0,29.0,4.0,3.79,1.15,0.43,52.0,63.0,0.14,896.0,362.0,47.0,9.0,288.0,87.0,43.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-08/ERCEG_STEVE_L_08-09.png?itok=Kvbtgcbn,steve erceg
Konstantin Erokhin,0,0,2,0,2,0,2,0,72.0,71.0,230.0,1983.0,False,True,False,False,False,konstantin erokhin,Konstantin Erokhin,https://www.ufc.com/athlete/konstantin-erokhin,12,9,3,0,32.0,87.0,0.0,0.0,1.07,1.83,0.0,0.0,47.0,70.0,0.0,900.0,25.0,7.0,0.0,23.0,7.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/476fe3dc-81fc-4e10-a3c8-8b6a658cd254%252Fkonstantin-erokhin_510683_LeftFullBodyImage.png?itok=7kujfp0f,konstantin erokhin
Julian Erosa,9,4,5,0,1,3,3,0,74.0,73.0,145.0,1989.0,False,False,False,True,False,julian erosa,Julian Erosa,https://www.ufc.com/athlete/julian-erosa,44,31,13,0,892.0,1835.0,3.0,39.0,6.21,6.27,1.78,0.73,49.0,62.0,0.21,479.0,694.0,142.0,56.0,586.0,218.0,88.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-07/EROSA_JULIAN_L_07-13.png?itok=jwCu_fHC,julian erosa
Jarno Errens,0,1,2,0,1,1,2,0,73.0,71.0,145.0,1994.0,False,True,False,False,False,jarno errens,Jarno Errens,https://www.ufc.com/athlete/jarno-errens,21,14,6,1,161.0,362.0,0.0,7.0,3.29,3.29,0.0,0.31,62.0,33.0,0.61,733.0,154.0,7.0,0.0,77.0,46.0,38.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-08/ERRENS_JARNO_L_03-23.png?itok=slaHGg8G,jarno errens
Ivan Erslan,0,1,2,0,3,0,3,0,72.0,74.0,205.0,1991.0,False,True,False,False,False,ivan erslan,Ivan Erslan,https://www.ufc.com/athlete/ivan-erslan,20,14,6,0,85.0,183.0,1.0,5.0,2.55,5.01,0.45,0.0,54.0,62.0,0.0,666.0,79.0,5.0,1.0,66.0,14.0,5.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-09/ERSLAN_IVAN_R_09-28.png?itok=xU0K2sHb,ivan erslan
Cole Escovedo,4,1,3,0,4,2,4,0,72.0,67.0,135.0,1981.0,False,True,False,False,False,cole escovedo,Cole Escovedo,https://www.ufc.com/athlete/cole-escovedo,26,17,9,0,123.0,283.0,0.0,6.0,1.77,4.32,0.43,0.0,49.0,13.0,0.22,535.0,96.0,18.0,9.0,42.0,46.0,35.0,,cole escovedo
Efrain Escudero,1,3,8,0,2,2,4,1,71.0,69.0,155.0,1986.0,False,True,False,False,False,efrain escudero,Efrain Escudero,https://www.ufc.com/athlete/efrain-escudero,36,25,11,0,435.0,970.0,0.0,32.0,2.92,2.3,1.31,0.81,63.0,67.0,0.5,745.0,273.0,93.0,69.0,263.0,68.0,104.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/5a0f6c38-911b-45d8-84ec-7d5d7ddf1cfc%252FEfrain-Escudero_1001_LeftFullBodyImage.png?itok=W0-Vs1tq,efrain escudero
Carla Esparza,3,2,10,0,2,6,2,2,63.0,61.0,115.0,1987.0,False,True,False,False,False,carla esparza,Carla Esparza,https://www.ufc.com/athlete/carla-esparza,28,20,8,0,492.0,1247.0,25.0,135.0,2.19,2.87,3.28,0.27,54.0,47.0,0.0,841.0,280.0,63.0,149.0,363.0,71.0,58.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-10/ESPARZA_CARLA_L_10-05.png?itok=F1dgvK6y,carla esparza
Juan Espino,0,2,1,0,1,2,1,1,80.0,75.0,255.0,1980.0,False,True,False,False,False,juan espino,Juan Espino,https://www.ufc.com/athlete/juan-espino,13,11,2,0,44.0,62.0,2.0,14.0,2.38,1.95,8.93,2.43,40.0,50.0,0.0,370.0,9.0,9.0,26.0,36.0,6.0,2.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-06/ESPINO_JUAN_L_04-17.png?itok=xwSJUPpL,juan espino
Jordan Espinosa,1,3,4,0,2,3,2,0,69.0,66.0,125.0,1989.0,False,True,False,False,False,jordan espinosa,Jordan Espinosa,https://www.ufc.com/athlete/jordan-espinosa,24,15,9,0,339.0,640.0,0.0,14.0,4.22,2.94,0.75,0.19,57.0,71.0,0.75,602.0,237.0,64.0,38.0,206.0,64.0,69.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-03/ESPINOSA_JORDAN_L_03-23.png?itok=Z7fB_N6M,jordan espinosa
Jodie Esquibel,0,0,4,0,4,0,4,0,64.0,61.0,115.0,1986.0,False,True,False,False,False,jodie esquibel,Jodie Esquibel,https://www.ufc.com/athlete/jodie-esquibel,12,6,6,0,246.0,784.0,0.0,14.0,4.1,7.37,0.75,0.0,53.0,83.0,0.0,900.0,216.0,24.0,6.0,160.0,73.0,13.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-03/ESQUIBEL_JODIE_L.png?VersionId=Z_THUa0tgr5lS_E6j2e3pIEesm326lbv&itok=D0CzI0W7,jodie esquibel
Rafael Estevam,1,0,3,4,0,4,0,0,69.0,68.0,125.0,1996.0,False,True,False,False,False,rafael estevam,Rafael Estevam,https://www.ufc.com/athlete/rafael-estevam,14,14,0,0,110.0,203.0,3.0,54.0,2.1,2.59,6.01,0.29,47.0,67.0,0.0,786.0,46.0,5.0,59.0,85.0,16.0,9.0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2025-07/ESTEVAM_RAFAEL_L_08-02.png?itok=64ezsz1p,rafael estevam
